INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 001', '내용 001', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 191', '내용 191', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 192', '내용 192', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 193', '내용 193', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 194', '내용 194', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 195', '내용 195', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 196', '내용 196', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 197', '내용 197', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 198', '내용 198', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 199', '내용 199', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 200', '내용 200', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 201', '내용 201', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 202', '내용 202', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 203', '내용 203', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 204', '내용 204', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 205', '내용 205', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 206', '내용 206', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 207', '내용 207', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 208', '내용 208', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 209', '내용 209', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 210', '내용 210', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 211', '내용 211', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 212', '내용 212', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 213', '내용 213', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 214', '내용 214', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 215', '내용 215', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 216', '내용 216', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 217', '내용 217', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 218', '내용 218', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 219', '내용 219', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 220', '내용 220', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 221', '내용 221', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 222', '내용 222', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 223', '내용 223', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 224', '내용 224', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 225', '내용 225', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 226', '내용 226', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 227', '내용 227', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 228', '내용 228', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 229', '내용 229', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 230', '내용 230', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 231', '내용 231', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 232', '내용 232', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 233', '내용 233', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 234', '내용 234', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 235', '내용 235', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 236', '내용 236', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 237', '내용 237', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 238', '내용 238', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 239', '내용 239', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 240', '내용 240', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 241', '내용 241', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 242', '내용 242', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 243', '내용 243', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 244', '내용 244', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 245', '내용 245', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 246', '내용 246', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 247', '내용 247', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 248', '내용 248', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 249', '내용 249', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 250', '내용 250', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 251', '내용 251', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 252', '내용 252', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 253', '내용 253', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 254', '내용 254', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 255', '내용 255', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 256', '내용 256', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 257', '내용 257', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 258', '내용 258', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 259', '내용 259', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 260', '내용 260', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 261', '내용 261', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 262', '내용 262', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 263', '내용 263', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 264', '내용 264', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 265', '내용 265', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 266', '내용 266', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 267', '내용 267', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 268', '내용 268', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 269', '내용 269', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 270', '내용 270', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 271', '내용 271', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 272', '내용 272', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 273', '내용 273', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 274', '내용 274', '전성익', 0, NOW(), NOW(), 'Y');
INSERT INTO Board_TB (title, contents, author, hit, time, UPtime, see) VALUES ('제목 275', '내용 275', '전성익', 0, NOW(), NOW(), 'Y');
